12.25 12.26 12.29 12.34 12.41 12.5 12.61 12.74 12.89 13.06 13.25 13.46 13.69 13.94 14.21 14.5 14.81 15.14 15.49 15.86 16.25 16.66 17.09 17.54 18.01 18.5 19.01 19.54 20.09 20.66 21.25 21.86 22.49 23.14 23.81 24.5 25.21 25.94 26.69 27.46 28.25 29.06 29.89 30.74 31.61 32.5 33.41 34.34 35.29 36.26 37.25 38.26 39.29 40.34 41.41 42.5 43.61 44.74 45.89 47.06 48.25 49.46 50.69 51.94 53.21 54.5 55.81 57.14 58.49 59.86 61.25 62.66 64.09 65.54 67.01 68.5 70.01 71.54 73.09 74.66 76.25 77.86 79.49 81.14 82.81 84.5 86.21 87.94 89.69 91.46 93.25 95.06 96.89 98.74 100.61 102.5 104.41 106.34 108.29 110.26 
12.96 12.97 13 13.05 13.12 13.21 13.32 13.45 13.6 13.77 13.96 14.17 14.4 14.65 14.92 15.21 15.52 15.85 16.2 16.57 16.96 17.37 17.8 18.25 18.72 19.21 19.72 20.25 20.8 21.37 21.96 22.57 23.2 23.85 24.52 25.21 25.92 26.65 27.4 28.17 28.96 29.77 30.6 31.45 32.32 33.21 34.12 35.05 36 36.97 37.96 38.97 40 41.05 42.12 43.21 44.32 45.45 46.6 47.77 48.96 50.17 51.4 52.65 53.92 55.21 56.52 57.85 59.2 60.57 61.96 63.37 64.8 66.25 67.72 69.21 70.72 72.25 73.8 75.37 76.96 78.57 80.2 81.85 83.52 85.21 86.92 88.65 90.4 92.17 93.96 95.77 97.6 99.45 101.32 103.21 105.12 107.05 109 110.97 
13.69 13.7 13.73 13.78 13.85 13.94 14.05 14.18 14.33 14.5 14.69 14.9 15.13 15.38 15.65 15.94 16.25 16.58 16.93 17.3 17.69 18.1 18.53 18.98 19.45 19.94 20.45 20.98 21.53 22.1 22.69 23.3 23.93 24.58 25.25 25.94 26.65 27.38 28.13 28.9 29.69 30.5 31.33 32.18 33.05 33.94 34.85 35.78 36.73 37.7 38.69 39.7 40.73 41.78 42.85 43.94 45.05 46.18 47.33 48.5 49.69 50.9 52.13 53.38 54.65 55.94 57.25 58.58 59.93 61.3 62.69 64.1 65.53 66.98 68.45 69.94 71.45 72.98 74.53 76.1 77.69 79.3 80.93 82.58 84.25 85.94 87.65 89.38 91.13 92.9 94.69 96.5 98.33 100.18 102.05 103.94 105.85 107.78 109.73 111.7 
14.44 14.45 14.48 14.53 14.6 14.69 14.8 14.93 15.08 15.25 15.44 15.65 15.88 16.13 16.4 16.69 17 17.33 17.68 18.05 18.44 18.85 19.28 19.73 20.2 20.69 21.2 21.73 22.28 22.85 23.44 24.05 24.68 25.33 26 26.69 27.4 28.13 28.88 29.65 30.44 31.25 32.08 32.93 33.8 34.69 35.6 36.53 37.48 38.45 39.44 40.45 41.48 42.53 43.6 44.69 45.8 46.93 48.08 49.25 50.44 51.65 52.88 54.13 55.4 56.69 58 59.33 60.68 62.05 63.44 64.85 66.28 67.73 69.2 70.69 72.2 73.73 75.28 76.85 78.44 80.05 81.68 83.33 85 86.69 88.4 90.13 91.88 93.65 95.44 97.25 99.08 100.93 102.8 104.69 106.6 108.53 110.48 112.45 
15.21 15.22 15.25 15.3 15.37 15.46 15.57 15.7 15.85 16.02 16.21 16.42 16.65 16.9 17.17 17.46 17.77 18.1 18.45 18.82 19.21 19.62 20.05 20.5 20.97 21.46 21.97 22.5 23.05 23.62 24.21 24.82 25.45 26.1 26.77 27.46 28.17 28.9 29.65 30.42 31.21 32.02 32.85 33.7 34.57 35.46 36.37 37.3 38.25 39.22 40.21 41.22 42.25 43.3 44.37 45.46 46.57 47.7 48.85 50.02 51.21 52.42 53.65 54.9 56.17 57.46 58.77 60.1 61.45 62.82 64.21 65.62 67.05 68.5 69.97 71.46 72.97 74.5 76.05 77.62 79.21 80.82 82.45 84.1 85.77 87.46 89.17 90.9 92.65 94.42 96.21 98.02 99.85 101.7 103.57 105.46 107.37 109.3 111.25 113.22 
16 16.01 16.04 16.09 16.16 16.25 16.36 16.49 16.64 16.81 17 17.21 17.44 17.69 17.96 18.25 18.56 18.89 19.24 19.61 20 20.41 20.84 21.29 21.76 22.25 22.76 23.29 23.84 24.41 25 25.61 26.24 26.89 27.56 28.25 28.96 29.69 30.44 31.21 32 32.81 33.64 34.49 35.36 36.25 37.16 38.09 39.04 40.01 41 42.01 43.04 44.09 45.16 46.25 47.36 48.49 49.64 50.81 52 53.21 54.44 55.69 56.96 58.25 59.56 60.89 62.24 63.61 65 66.41 67.84 69.29 70.76 72.25 73.76 75.29 76.84 78.41 80 81.61 83.24 84.89 86.56 88.25 89.96 91.69 93.44 95.21 97 98.81 100.64 102.49 104.36 106.25 108.16 110.09 112.04 114.01 
16.81 16.82 16.85 16.9 16.97 17.06 17.17 17.3 17.45 17.62 17.81 18.02 18.25 18.5 18.77 19.06 19.37 19.7 20.05 20.42 20.81 21.22 21.65 22.1 22.57 23.06 23.57 24.1 24.65 25.22 25.81 26.42 27.05 27.7 28.37 29.06 29.77 30.5 31.25 32.02 32.81 33.62 34.45 35.3 36.17 37.06 37.97 38.9 39.85 40.82 41.81 42.82 43.85 44.9 45.97 47.06 48.17 49.3 50.45 51.62 52.81 54.02 55.25 56.5 57.77 59.06 60.37 61.7 63.05 64.42 65.81 67.22 68.65 70.1 71.57 73.06 74.57 76.1 77.65 79.22 80.81 82.42 84.05 85.7 87.37 89.06 90.77 92.5 94.25 96.02 97.81 99.62 101.45 103.3 105.17 107.06 108.97 110.9 112.85 114.82 
17.64 17.65 17.68 17.73 17.8 17.89 18 18.13 18.28 18.45 18.64 18.85 19.08 19.33 19.6 19.89 20.2 20.53 20.88 21.25 21.64 22.05 22.48 22.93 23.4 23.89 24.4 24.93 25.48 26.05 26.64 27.25 27.88 28.53 29.2 29.89 30.6 31.33 32.08 32.85 33.64 34.45 35.28 36.13 37 37.89 38.8 39.73 40.68 41.65 42.64 43.65 44.68 45.73 46.8 47.89 49 50.13 51.28 52.45 53.64 54.85 56.08 57.33 58.6 59.89 61.2 62.53 63.88 65.25 66.64 68.05 69.48 70.93 72.4 73.89 75.4 76.93 78.48 80.05 81.64 83.25 84.88 86.53 88.2 89.89 91.6 93.33 95.08 96.85 98.64 100.45 102.28 104.13 106 107.89 109.8 111.73 113.68 115.65 
18.49 18.5 18.53 18.58 18.65 18.74 18.85 18.98 19.13 19.3 19.49 19.7 19.93 20.18 20.45 20.74 21.05 21.38 21.73 22.1 22.49 22.9 23.33 23.78 24.25 24.74 25.25 25.78 26.33 26.9 27.49 28.1 28.73 29.38 30.05 30.74 31.45 32.18 32.93 33.7 34.49 35.3 36.13 36.98 37.85 38.74 39.65 40.58 41.53 42.5 43.49 44.5 45.53 46.58 47.65 48.74 49.85 50.98 52.13 53.3 54.49 55.7 56.93 58.18 59.45 60.74 62.05 63.38 64.73 66.1 67.49 68.9 70.33 71.78 73.25 74.74 76.25 77.78 79.33 80.9 82.49 84.1 85.73 87.38 89.05 90.74 92.45 94.18 95.93 97.7 99.49 101.3 103.13 104.98 106.85 108.74 110.65 112.58 114.53 116.5 
19.36 19.37 19.4 19.45 19.52 19.61 19.72 19.85 20 20.17 20.36 20.57 20.8 21.05 21.32 21.61 21.92 22.25 22.6 22.97 23.36 23.77 24.2 24.65 25.12 25.61 26.12 26.65 27.2 27.77 28.36 28.97 29.6 30.25 30.92 31.61 32.32 33.05 33.8 34.57 35.36 36.17 37 37.85 38.72 39.61 40.52 41.45 42.4 43.37 44.36 45.37 46.4 47.45 48.52 49.61 50.72 51.85 53 54.17 55.36 56.57 57.8 59.05 60.32 61.61 62.92 64.25 65.6 66.97 68.36 69.77 71.2 72.65 74.12 75.61 77.12 78.65 80.2 81.77 83.36 84.97 86.6 88.25 89.92 91.61 93.32 95.05 96.8 98.57 100.36 102.17 104 105.85 107.72 109.61 111.52 113.45 115.4 117.37 
20.25 20.26 20.29 20.34 20.41 20.5 20.61 20.74 20.89 21.06 21.25 21.46 21.69 21.94 22.21 22.5 22.81 23.14 23.49 23.86 24.25 24.66 25.09 25.54 26.01 26.5 27.01 27.54 28.09 28.66 29.25 29.86 30.49 31.14 31.81 32.5 33.21 33.94 34.69 35.46 36.25 37.06 37.89 38.74 39.61 40.5 41.41 42.34 43.29 44.26 45.25 46.26 47.29 48.34 49.41 50.5 51.61 52.74 53.89 55.06 56.25 57.46 58.69 59.94 61.21 62.5 63.81 65.14 66.49 67.86 69.25 70.66 72.09 73.54 75.01 76.5 78.01 79.54 81.09 82.66 84.25 85.86 87.49 89.14 90.81 92.5 94.21 95.94 97.69 99.46 101.25 103.06 104.89 106.74 108.61 110.5 112.41 114.34 116.29 118.26 
21.16 21.17 21.2 21.25 21.32 21.41 21.52 21.65 21.8 21.97 22.16 22.37 22.6 22.85 23.12 23.41 23.72 24.05 24.4 24.77 25.16 25.57 26 26.45 26.92 27.41 27.92 28.45 29 29.57 30.16 30.77 31.4 32.05 32.72 33.41 34.12 34.85 35.6 36.37 37.16 37.97 38.8 39.65 40.52 41.41 42.32 43.25 44.2 45.17 46.16 47.17 48.2 49.25 50.32 51.41 52.52 53.65 54.8 55.97 57.16 58.37 59.6 60.85 62.12 63.41 64.72 66.05 67.4 68.77 70.16 71.57 73 74.45 75.92 77.41 78.92 80.45 82 83.57 85.16 86.77 88.4 90.05 91.72 93.41 95.12 96.85 98.6 100.37 102.16 103.97 105.8 107.65 109.52 111.41 113.32 115.25 117.2 119.17 
22.09 22.1 22.13 22.18 22.25 22.34 22.45 22.58 22.73 22.9 23.09 23.3 23.53 23.78 24.05 24.34 24.65 24.98 25.33 25.7 26.09 26.5 26.93 27.38 27.85 28.34 28.85 29.38 29.93 30.5 31.09 31.7 32.33 32.98 33.65 34.34 35.05 35.78 36.53 37.3 38.09 38.9 39.73 40.58 41.45 42.34 43.25 44.18 45.13 46.1 47.09 48.1 49.13 50.18 51.25 52.34 53.45 54.58 55.73 56.9 58.09 59.3 60.53 61.78 63.05 64.34 65.65 66.98 68.33 69.7 71.09 72.5 73.93 75.38 76.85 78.34 79.85 81.38 82.93 84.5 86.09 87.7 89.33 90.98 92.65 94.34 96.05 97.78 99.53 101.3 103.09 104.9 106.73 108.58 110.45 112.34 114.25 116.18 118.13 120.1 
23.04 23.05 23.08 23.13 23.2 23.29 23.4 23.53 23.68 23.85 24.04 24.25 24.48 24.73 25 25.29 25.6 25.93 26.28 26.65 27.04 27.45 27.88 28.33 28.8 29.29 29.8 30.33 30.88 31.45 32.04 32.65 33.28 33.93 34.6 35.29 36 36.73 37.48 38.25 39.04 39.85 40.68 41.53 42.4 43.29 44.2 45.13 46.08 47.05 48.04 49.05 50.08 51.13 52.2 53.29 54.4 55.53 56.68 57.85 59.04 60.25 61.48 62.73 64 65.29 66.6 67.93 69.28 70.65 72.04 73.45 74.88 76.33 77.8 79.29 80.8 82.33 83.88 85.45 87.04 88.65 90.28 91.93 93.6 95.29 97 98.73 100.48 102.25 104.04 105.85 107.68 109.53 111.4 113.29 115.2 117.13 119.08 121.05 
24.01 24.02 24.05 24.1 24.17 24.26 24.37 24.5 24.65 24.82 25.01 25.22 25.45 25.7 25.97 26.26 26.57 26.9 27.25 27.62 28.01 28.42 28.85 29.3 29.77 30.26 30.77 31.3 31.85 32.42 33.01 33.62 34.25 34.9 35.57 36.26 36.97 37.7 38.45 39.22 40.01 40.82 41.65 42.5 43.37 44.26 45.17 46.1 47.05 48.02 49.01 50.02 51.05 52.1 53.17 54.26 55.37 56.5 57.65 58.82 60.01 61.22 62.45 63.7 64.97 66.26 67.57 68.9 70.25 71.62 73.01 74.42 75.85 77.3 78.77 80.26 81.77 83.3 84.85 86.42 88.01 89.62 91.25 92.9 94.57 96.26 97.97 99.7 101.45 103.22 105.01 106.82 108.65 110.5 112.37 114.26 116.17 118.1 120.05 122.02 
25 25.01 25.04 25.09 25.16 25.25 25.36 25.49 25.64 25.81 26 26.21 26.44 26.69 26.96 27.25 27.56 27.89 28.24 28.61 29 29.41 29.84 30.29 30.76 31.25 31.76 32.29 32.84 33.41 34 34.61 35.24 35.89 36.56 37.25 37.96 38.69 39.44 40.21 41 41.81 42.64 43.49 44.36 45.25 46.16 47.09 48.04 49.01 50 51.01 52.04 53.09 54.16 55.25 56.36 57.49 58.64 59.81 61 62.21 63.44 64.69 65.96 67.25 68.56 69.89 71.24 72.61 74 75.41 76.84 78.29 79.76 81.25 82.76 84.29 85.84 87.41 89 90.61 92.24 93.89 95.56 97.25 98.96 100.69 102.44 104.21 106 107.81 109.64 111.49 113.36 115.25 117.16 119.09 121.04 123.01 
26.01 26.02 26.05 26.1 26.17 26.26 26.37 26.5 26.65 26.82 27.01 27.22 27.45 27.7 27.97 28.26 28.57 28.9 29.25 29.62 30.01 30.42 30.85 31.3 31.77 32.26 32.77 33.3 33.85 34.42 35.01 35.62 36.25 36.9 37.57 38.26 38.97 39.7 40.45 41.22 42.01 42.82 43.65 44.5 45.37 46.26 47.17 48.1 49.05 50.02 51.01 52.02 53.05 54.1 55.17 56.26 57.37 58.5 59.65 60.82 62.01 63.22 64.45 65.7 66.97 68.26 69.57 70.9 72.25 73.62 75.01 76.42 77.85 79.3 80.77 82.26 83.77 85.3 86.85 88.42 90.01 91.62 93.25 94.9 96.57 98.26 99.97 101.7 103.45 105.22 107.01 108.82 110.65 112.5 114.37 116.26 118.17 120.1 122.05 124.02 
27.04 27.05 27.08 27.13 27.2 27.29 27.4 27.53 27.68 27.85 28.04 28.25 28.48 28.73 29 29.29 29.6 29.93 30.28 30.65 31.04 31.45 31.88 32.33 32.8 33.29 33.8 34.33 34.88 35.45 36.04 36.65 37.28 37.93 38.6 39.29 40 40.73 41.48 42.25 43.04 43.85 44.68 45.53 46.4 47.29 48.2 49.13 50.08 51.05 52.04 53.05 54.08 55.13 56.2 57.29 58.4 59.53 60.68 61.85 63.04 64.25 65.48 66.73 68 69.29 70.6 71.93 73.28 74.65 76.04 77.45 78.88 80.33 81.8 83.29 84.8 86.33 87.88 89.45 91.04 92.65 94.28 95.93 97.6 99.29 101 102.73 104.48 106.25 108.04 109.85 111.68 113.53 115.4 117.29 119.2 121.13 123.08 125.05 
28.09 28.1 28.13 28.18 28.25 28.34 28.45 28.58 28.73 28.9 29.09 29.3 29.53 29.78 30.05 30.34 30.65 30.98 31.33 31.7 32.09 32.5 32.93 33.38 33.85 34.34 34.85 35.38 35.93 36.5 37.09 37.7 38.33 38.98 39.65 40.34 41.05 41.78 42.53 43.3 44.09 44.9 45.73 46.58 47.45 48.34 49.25 50.18 51.13 52.1 53.09 54.1 55.13 56.18 57.25 58.34 59.45 60.58 61.73 62.9 64.09 65.3 66.53 67.78 69.05 70.34 71.65 72.98 74.33 75.7 77.09 78.5 79.93 81.38 82.85 84.34 85.85 87.38 88.93 90.5 92.09 93.7 95.33 96.98 98.65 100.34 102.05 103.78 105.53 107.3 109.09 110.9 112.73 114.58 116.45 118.34 120.25 122.18 124.13 126.1 
29.16 29.17 29.2 29.25 29.32 29.41 29.52 29.65 29.8 29.97 30.16 30.37 30.6 30.85 31.12 31.41 31.72 32.05 32.4 32.77 33.16 33.57 34 34.45 34.92 35.41 35.92 36.45 37 37.57 38.16 38.77 39.4 40.05 40.72 41.41 42.12 42.85 43.6 44.37 45.16 45.97 46.8 47.65 48.52 49.41 50.32 51.25 52.2 53.17 54.16 55.17 56.2 57.25 58.32 59.41 60.52 61.65 62.8 63.97 65.16 66.37 67.6 68.85 70.12 71.41 72.72 74.05 75.4 76.77 78.16 79.57 81 82.45 83.92 85.41 86.92 88.45 90 91.57 93.16 94.77 96.4 98.05 99.72 101.41 103.12 104.85 106.6 108.37 110.16 111.97 113.8 115.65 117.52 119.41 121.32 123.25 125.2 127.17 
30.25 30.26 30.29 30.34 30.41 30.5 30.61 30.74 30.89 31.06 31.25 31.46 31.69 31.94 32.21 32.5 32.81 33.14 33.49 33.86 34.25 34.66 35.09 35.54 36.01 36.5 37.01 37.54 38.09 38.66 39.25 39.86 40.49 41.14 41.81 42.5 43.21 43.94 44.69 45.46 46.25 47.06 47.89 48.74 49.61 50.5 51.41 52.34 53.29 54.26 55.25 56.26 57.29 58.34 59.41 60.5 61.61 62.74 63.89 65.06 66.25 67.46 68.69 69.94 71.21 72.5 73.81 75.14 76.49 77.86 79.25 80.66 82.09 83.54 85.01 86.5 88.01 89.54 91.09 92.66 94.25 95.86 97.49 99.14 100.81 102.5 104.21 105.94 107.69 109.46 111.25 113.06 114.89 116.74 118.61 120.5 122.41 124.34 126.29 128.26 
31.36 31.37 31.4 31.45 31.52 31.61 31.72 31.85 32 32.17 32.36 32.57 32.8 33.05 33.32 33.61 33.92 34.25 34.6 34.97 35.36 35.77 36.2 36.65 37.12 37.61 38.12 38.65 39.2 39.77 40.36 40.97 41.6 42.25 42.92 43.61 44.32 45.05 45.8 46.57 47.36 48.17 49 49.85 50.72 51.61 52.52 53.45 54.4 55.37 56.36 57.37 58.4 59.45 60.52 61.61 62.72 63.85 65 66.17 67.36 68.57 69.8 71.05 72.32 73.61 74.92 76.25 77.6 78.97 80.36 81.77 83.2 84.65 86.12 87.61 89.12 90.65 92.2 93.77 95.36 96.97 98.6 100.25 101.92 103.61 105.32 107.05 108.8 110.57 112.36 114.17 116 117.85 119.72 121.61 123.52 125.45 127.4 129.37 
32.49 32.5 32.53 32.58 32.65 32.74 32.85 32.98 33.13 33.3 33.49 33.7 33.93 34.18 34.45 34.74 35.05 35.38 35.73 36.1 36.49 36.9 37.33 37.78 38.25 38.74 39.25 39.78 40.33 40.9 41.49 42.1 42.73 43.38 44.05 44.74 45.45 46.18 46.93 47.7 48.49 49.3 50.13 50.98 51.85 52.74 53.65 54.58 55.53 56.5 57.49 58.5 59.53 60.58 61.65 62.74 63.85 64.98 66.13 67.3 68.49 69.7 70.93 72.18 73.45 74.74 76.05 77.38 78.73 80.1 81.49 82.9 84.33 85.78 87.25 88.74 90.25 91.78 93.33 94.9 96.49 98.1 99.73 101.38 103.05 104.74 106.45 108.18 109.93 111.7 113.49 115.3 117.13 118.98 120.85 122.74 124.65 126.58 128.53 130.5 
33.64 33.65 33.68 33.73 33.8 33.89 34 34.13 34.28 34.45 34.64 34.85 35.08 35.33 35.6 35.89 36.2 36.53 36.88 37.25 37.64 38.05 38.48 38.93 39.4 39.89 40.4 40.93 41.48 42.05 42.64 43.25 43.88 44.53 45.2 45.89 46.6 47.33 48.08 48.85 49.64 50.45 51.28 52.13 53 53.89 54.8 55.73 56.68 57.65 58.64 59.65 60.68 61.73 62.8 63.89 65 66.13 67.28 68.45 69.64 70.85 72.08 73.33 74.6 75.89 77.2 78.53 79.88 81.25 82.64 84.05 85.48 86.93 88.4 89.89 91.4 92.93 94.48 96.05 97.64 99.25 100.88 102.53 104.2 105.89 107.6 109.33 111.08 112.85 114.64 116.45 118.28 120.13 122 123.89 125.8 127.73 129.68 131.65 
34.81 34.82 34.85 34.9 34.97 35.06 35.17 35.3 35.45 35.62 35.81 36.02 36.25 36.5 36.77 37.06 37.37 37.7 38.05 38.42 38.81 39.22 39.65 40.1 40.57 41.06 41.57 42.1 42.65 43.22 43.81 44.42 45.05 45.7 46.37 47.06 47.77 48.5 49.25 50.02 50.81 51.62 52.45 53.3 54.17 55.06 55.97 56.9 57.85 58.82 59.81 60.82 61.85 62.9 63.97 65.06 66.17 67.3 68.45 69.62 70.81 72.02 73.25 74.5 75.77 77.06 78.37 79.7 81.05 82.42 83.81 85.22 86.65 88.1 89.57 91.06 92.57 94.1 95.65 97.22 98.81 100.42 102.05 103.7 105.37 107.06 108.77 110.5 112.25 114.02 115.81 117.62 119.45 121.3 123.17 125.06 126.97 128.9 130.85 132.82 
36 36.01 36.04 36.09 36.16 36.25 36.36 36.49 36.64 36.81 37 37.21 37.44 37.69 37.96 38.25 38.56 38.89 39.24 39.61 40 40.41 40.84 41.29 41.76 42.25 42.76 43.29 43.84 44.41 45 45.61 46.24 46.89 47.56 48.25 48.96 49.69 50.44 51.21 52 52.81 53.64 54.49 55.36 56.25 57.16 58.09 59.04 60.01 61 62.01 63.04 64.09 65.16 66.25 67.36 68.49 69.64 70.81 72 73.21 74.44 75.69 76.96 78.25 79.56 80.89 82.24 83.61 85 86.41 87.84 89.29 90.76 92.25 93.76 95.29 96.84 98.41 100 101.61 103.24 104.89 106.56 108.25 109.96 111.69 113.44 115.21 117 118.81 120.64 122.49 124.36 126.25 128.16 130.09 132.04 134.01 
37.21 37.22 37.25 37.3 37.37 37.46 37.57 37.7 37.85 38.02 38.21 38.42 38.65 38.9 39.17 39.46 39.77 40.1 40.45 40.82 41.21 41.62 42.05 42.5 42.97 43.46 43.97 44.5 45.05 45.62 46.21 46.82 47.45 48.1 48.77 49.46 50.17 50.9 51.65 52.42 53.21 54.02 54.85 55.7 56.57 57.46 58.37 59.3 60.25 61.22 62.21 63.22 64.25 65.3 66.37 67.46 68.57 69.7 70.85 72.02 73.21 74.42 75.65 76.9 78.17 79.46 80.77 82.1 83.45 84.82 86.21 87.62 89.05 90.5 91.97 93.46 94.97 96.5 98.05 99.62 101.21 102.82 104.45 106.1 107.77 109.46 111.17 112.9 114.65 116.42 118.21 120.02 121.85 123.7 125.57 127.46 129.37 131.3 133.25 135.22 
38.44 38.45 38.48 38.53 38.6 38.69 38.8 38.93 39.08 39.25 39.44 39.65 39.88 40.13 40.4 40.69 41 41.33 41.68 42.05 42.44 42.85 43.28 43.73 44.2 44.69 45.2 45.73 46.28 46.85 47.44 48.05 48.68 49.33 50 50.69 51.4 52.13 52.88 53.65 54.44 55.25 56.08 56.93 57.8 58.69 59.6 60.53 61.48 62.45 63.44 64.45 65.48 66.53 67.6 68.69 69.8 70.93 72.08 73.25 74.44 75.65 76.88 78.13 79.4 80.69 82 83.33 84.68 86.05 87.44 88.85 90.28 91.73 93.2 94.69 96.2 97.73 99.28 100.85 102.44 104.05 105.68 107.33 109 110.69 112.4 114.13 115.88 117.65 119.44 121.25 123.08 124.93 126.8 128.69 130.6 132.53 134.48 136.45 
39.69 39.7 39.73 39.78 39.85 39.94 40.05 40.18 40.33 40.5 40.69 40.9 41.13 41.38 41.65 41.94 42.25 42.58 42.93 43.3 43.69 44.1 44.53 44.98 45.45 45.94 46.45 46.98 47.53 48.1 48.69 49.3 49.93 50.58 51.25 51.94 52.65 53.38 54.13 54.9 55.69 56.5 57.33 58.18 59.05 59.94 60.85 61.78 62.73 63.7 64.69 65.7 66.73 67.78 68.85 69.94 71.05 72.18 73.33 74.5 75.69 76.9 78.13 79.38 80.65 81.94 83.25 84.58 85.93 87.3 88.69 90.1 91.53 92.98 94.45 95.94 97.45 98.98 100.53 102.1 103.69 105.3 106.93 108.58 110.25 111.94 113.65 115.38 117.13 118.9 120.69 122.5 124.33 126.18 128.05 129.94 131.85 133.78 135.73 137.7 
40.96 40.97 41 41.05 41.12 41.21 41.32 41.45 41.6 41.77 41.96 42.17 42.4 42.65 42.92 43.21 43.52 43.85 44.2 44.57 44.96 45.37 45.8 46.25 46.72 47.21 47.72 48.25 48.8 49.37 49.96 50.57 51.2 51.85 52.52 53.21 53.92 54.65 55.4 56.17 56.96 57.77 58.6 59.45 60.32 61.21 62.12 63.05 64 64.97 65.96 66.97 68 69.05 70.12 71.21 72.32 73.45 74.6 75.77 76.96 78.17 79.4 80.65 81.92 83.21 84.52 85.85 87.2 88.57 89.96 91.37 92.8 94.25 95.72 97.21 98.72 100.25 101.8 103.37 104.96 106.57 108.2 109.85 111.52 113.21 114.92 116.65 118.4 120.17 121.96 123.77 125.6 127.45 129.32 131.21 133.12 135.05 137 138.97 
42.25 42.26 42.29 42.34 42.41 42.5 42.61 42.74 42.89 43.06 43.25 43.46 43.69 43.94 44.21 44.5 44.81 45.14 45.49 45.86 46.25 46.66 47.09 47.54 48.01 48.5 49.01 49.54 50.09 50.66 51.25 51.86 52.49 53.14 53.81 54.5 55.21 55.94 56.69 57.46 58.25 59.06 59.89 60.74 61.61 62.5 63.41 64.34 65.29 66.26 67.25 68.26 69.29 70.34 71.41 72.5 73.61 74.74 75.89 77.06 78.25 79.46 80.69 81.94 83.21 84.5 85.81 87.14 88.49 89.86 91.25 92.66 94.09 95.54 97.01 98.5 100.01 101.54 103.09 104.66 106.25 107.86 109.49 111.14 112.81 114.5 116.21 117.94 119.69 121.46 123.25 125.06 126.89 128.74 130.61 132.5 134.41 136.34 138.29 140.26 
43.56 43.57 43.6 43.65 43.72 43.81 43.92 44.05 44.2 44.37 44.56 44.77 45 45.25 45.52 45.81 46.12 46.45 46.8 47.17 47.56 47.97 48.4 48.85 49.32 49.81 50.32 50.85 51.4 51.97 52.56 53.17 53.8 54.45 55.12 55.81 56.52 57.25 58 58.77 59.56 60.37 61.2 62.05 62.92 63.81 64.72 65.65 66.6 67.57 68.56 69.57 70.6 71.65 72.72 73.81 74.92 76.05 77.2 78.37 79.56 80.77 82 83.25 84.52 85.81 87.12 88.45 89.8 91.17 92.56 93.97 95.4 96.85 98.32 99.81 101.32 102.85 104.4 105.97 107.56 109.17 110.8 112.45 114.12 115.81 117.52 119.25 121 122.77 124.56 126.37 128.2 130.05 131.92 133.81 135.72 137.65 139.6 141.57 
44.89 44.9 44.93 44.98 45.05 45.14 45.25 45.38 45.53 45.7 45.89 46.1 46.33 46.58 46.85 47.14 47.45 47.78 48.13 48.5 48.89 49.3 49.73 50.18 50.65 51.14 51.65 52.18 52.73 53.3 53.89 54.5 55.13 55.78 56.45 57.14 57.85 58.58 59.33 60.1 60.89 61.7 62.53 63.38 64.25 65.14 66.05 66.98 67.93 68.9 69.89 70.9 71.93 72.98 74.05 75.14 76.25 77.38 78.53 79.7 80.89 82.1 83.33 84.58 85.85 87.14 88.45 89.78 91.13 92.5 93.89 95.3 96.73 98.18 99.65 101.14 102.65 104.18 105.73 107.3 108.89 110.5 112.13 113.78 115.45 117.14 118.85 120.58 122.33 124.1 125.89 127.7 129.53 131.38 133.25 135.14 137.05 138.98 140.93 142.9 
46.24 46.25 46.28 46.33 46.4 46.49 46.6 46.73 46.88 47.05 47.24 47.45 47.68 47.93 48.2 48.49 48.8 49.13 49.48 49.85 50.24 50.65 51.08 51.53 52 52.49 53 53.53 54.08 54.65 55.24 55.85 56.48 57.13 57.8 58.49 59.2 59.93 60.68 61.45 62.24 63.05 63.88 64.73 65.6 66.49 67.4 68.33 69.28 70.25 71.24 72.25 73.28 74.33 75.4 76.49 77.6 78.73 79.88 81.05 82.24 83.45 84.68 85.93 87.2 88.49 89.8 91.13 92.48 93.85 95.24 96.65 98.08 99.53 101 102.49 104 105.53 107.08 108.65 110.24 111.85 113.48 115.13 116.8 118.49 120.2 121.93 123.68 125.45 127.24 129.05 130.88 132.73 134.6 136.49 138.4 140.33 142.28 144.25 
47.61 47.62 47.65 47.7 47.77 47.86 47.97 48.1 48.25 48.42 48.61 48.82 49.05 49.3 49.57 49.86 50.17 50.5 50.85 51.22 51.61 52.02 52.45 52.9 53.37 53.86 54.37 54.9 55.45 56.02 56.61 57.22 57.85 58.5 59.17 59.86 60.57 61.3 62.05 62.82 63.61 64.42 65.25 66.1 66.97 67.86 68.77 69.7 70.65 71.62 72.61 73.62 74.65 75.7 76.77 77.86 78.97 80.1 81.25 82.42 83.61 84.82 86.05 87.3 88.57 89.86 91.17 92.5 93.85 95.22 96.61 98.02 99.45 100.9 102.37 103.86 105.37 106.9 108.45 110.02 111.61 113.22 114.85 116.5 118.17 119.86 121.57 123.3 125.05 126.82 128.61 130.42 132.25 134.1 135.97 137.86 139.77 141.7 143.65 145.62 
